STATION,NAME,DATE,AWND,PRCP,PSUN,SNOW,SNWD,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USC00113490,"GLEN ELLYN 4 S, IL US",2002-10-28,,0.02,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-10-29,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-10-30,,0.07,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-10-31,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-01,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-02,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-03,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-04,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-05,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-06,,0.17,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-07,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-08,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-09,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-10,,0.06,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-11,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-12,,0.01,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-13,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-14,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-15,,0.26,,,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-16,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-17,,0.05,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-18,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-19,,0.17,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-20,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-21,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-22,,0.14,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-23,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-24,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-25,,0.08,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-26,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-27,,0.13,,1.9,3.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-28,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-29,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-11-30,,0.01,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-01,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-02,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-03,,0.16,,2.7,3.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-04,,0.02,,0.8,3.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-05,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-06,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-07,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-08,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-09,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-10,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-11,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-12,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-13,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-14,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-15,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-16,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-17,,0.00,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-18,,0.34,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-19,,0.99,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-20,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-21,,0.01,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-22,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-23,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-24,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-25,,0.22,,2.2,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-26,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-27,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-28,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-29,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-30,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2002-12-31,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-01,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-02,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-03,,0.02,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-04,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-05,,0.08,,0.6,1.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-06,,0.08,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-07,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-08,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-09,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-10,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-11,,0.01,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-12,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-13,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-14,,0.03,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-15,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-16,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-17,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-18,,0.01,,0.6,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-19,,0.00,,0.4,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-20,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-21,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-22,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-23,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-24,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-25,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-26,,0.06,,0.9,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-27,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-28,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-29,,0.26,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-30,,0.00,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-01-31,,0.07,,0.3,4.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-01,,0.13,,0.0,3.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-02,,0.00,,0.0,2.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-03,,0.00,,0.0,2.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-04,,0.07,,0.1,0.0,,,,,1,,1,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-05,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-06,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-07,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-08,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-09,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-10,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-11,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-12,,0.04,,0.6,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-13,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-14,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-15,,0.16,,1.9,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-16,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-17,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-18,,0.00,,0.0,1.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-19,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-20,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-21,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-22,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-23,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-24,,0.04,,0.8,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-25,,0.02,,0.4,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-26,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-27,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-02-28,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-01,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-02,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-03,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-04,,0.10,,1.3,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-05,,0.47,,4.7,6.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-06,,0.02,,0.4,6.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-07,,0.00,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-08,,0.00,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-09,,0.07,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-10,,0.00,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-11,,0.00,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-12,,0.00,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-13,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-14,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-15,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-16,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-17,,0.00,,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-18,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-19,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-20,,0.27,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-21,,0.02,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-22,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-23,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-24,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-25,,0.14,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-26,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-27,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-28,,0.01,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-29,,0.49,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-30,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-03-31,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-01,,0.02,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-02,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-03,,0.00,,0.0,0.0,,1,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-04,,0.62,,0.0,0.0,,,,1,,1,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-05,,0.68,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-06,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-07,,0.31,,2.1,2.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-08,,0.02,,0.0,1.0,,,,,,,1,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-09,,0.00,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-10,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-11,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-12,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-13,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-14,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-15,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-16,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-17,,0.01,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-18,,0.04,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-19,,0.00,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-20,,0.10,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-21,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-22,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-23,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-24,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-25,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-26,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-27,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-28,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-29,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-04-30,,0.56,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-01,,2.08,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-02,,0.58,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-03,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-04,,0.00,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-05,,1.18,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-06,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-07,,0.04,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-08,,0.00,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-09,,1.08,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-10,,0.15,,0.0,0.0,,,,1,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-11,,0.52,,0.0,0.0,,,,,,,,,,,,1,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-12,,0.06,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-13,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-14,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-15,,0.15,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-16,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-17,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-18,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-19,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-20,,0.18,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
USC00113490,"GLEN ELLYN 4 S, IL US",2003-05-21,,0.00,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
